,ampl_linear_norm,ampl_linear_norm_0,angle_deg,host_ampl,inject_iteration,last_ampl_step_signed,last_ampl_step_unsigned,noise,rad_asec,rad_pix,s2n,signal
0,0.0002,0.0002,120.0,28760.83515810777,0,,,0.5542216131204831,0.3122688,,5.022786947807475,2.783737084574367
1,0.0002,0.0002,0.0,28760.83515810777,0,,,0.4666605385454557,0.3122688,,3.809143328159768,1.777576876915867
2,0.0001,0.0002,120.0,28760.83515810777,1,-0.0001,0.0001,0.5673712700167355,0.3122688,29.184,2.4286309540289257,1.3779354287893475
3,0.00030000000000000003,0.0002,0.0,28760.83515810777,1,0.0001,0.0001,0.4840251900336054,0.3122688,29.184,6.873467697622335,3.3269315085314988
4,0.00015,0.0002,120.0,28760.83515810777,2,5e-05,5e-05,0.5586907157073212,0.3122688,29.184,3.73954956878246,2.089251625006077
5,0.00025,0.0002,0.0,28760.83515810777,2,-5e-05,5e-05,0.4725604024127672,0.3122688,29.184,5.4030110543373,2.5532490780782644
6,0.0002,0.0002,120.0,28760.83515810777,3,5e-05,5e-05,0.5542216131204831,0.3122688,29.184,5.022786947807475,2.783737084574367
7,0.0002,0.0002,0.0,28760.83515810777,3,-5e-05,5e-05,0.4666605385454557,0.3122688,29.184,3.809143328159768,1.777576876915867
8,0.00019,0.0002,120.0,28760.83515810777,4,-1e-05,1e-05,0.5545428316684805,0.3122688,29.184,4.757565374433273,2.6382737745861427
9,0.00021,0.0002,0.0,28760.83515810777,4,1e-05,1e-05,0.4673043339399812,0.3122688,29.184,4.131357880808928,1.9306014427591087
10,0.000195,0.0002,120.0,28760.83515810777,5,5e-06,5e-06,0.5545798312080316,0.3122688,29.184,4.891662543898257,2.7128173879217465
11,0.00022,0.0002,0.0,28760.83515810777,5,1e-05,1e-05,0.4680356936624414,0.3122688,29.184,4.456022344677268,2.085577509066364
12,0.0002,0.0002,120.0,28760.83515810777,6,5e-06,5e-06,0.5542216131204831,0.3122688,29.184,5.022786947807475,2.783737084574367
13,0.00023,0.0002,0.0,28760.83515810777,6,1e-05,1e-05,0.4695937409102637,0.3122688,29.184,4.776205356429758,2.242876140681489
14,0.000199,0.0002,120.0,28760.83515810777,7,-1e-06,1e-06,0.5543079736264884,0.3122688,29.184,4.996688136771233,2.769704075937177
15,0.00024,0.0002,0.0,28760.83515810777,7,1e-05,1e-05,0.4712579771665118,0.3122688,29.184,5.078123690061231,2.393106297979598
16,0.000235,0.0002,0.0,28760.83515810777,8,-5e-06,5e-06,0.470558069485144,0.3122688,29.184,4.925246665401128,2.3176145626092977
17,0.000236,0.0002,0.0,28760.83515810777,9,1e-06,1e-06,0.4706612612512589,0.3122688,29.184,4.956782456441493,2.3329654826968658
18,0.000237,0.0002,0.0,28760.83515810777,10,1e-06,1e-06,0.4707655121120237,0.3122688,29.184,4.987939532717089,2.3481499085033692
19,0.00023799999999999998,0.0002,0.0,28760.83515810777,11,1e-06,1e-06,0.4709088148536639,0.3122688,29.184,5.017836438143876,2.362943410215862
