,ampl_linear_norm,ampl_linear_norm_0,angle_deg,host_ampl,inject_iteration,last_ampl_step_signed,last_ampl_step_unsigned,noise,rad_asec,rad_pix,s2n,signal
0,0.00015,0.00015,0.0,28760.83515810777,0,,,0.5981493156705744,0.5204479999999999,,3.378631974888908,2.0209264036825214
1,0.00015,0.00015,120.0,28760.83515810777,0,,,0.5888247804464304,0.5204479999999999,,4.637897819908943,2.730909165540862
2,0.00025,0.00015,0.0,28760.83515810777,1,0.0001,0.0001,0.6277060450809266,0.5204479999999999,48.63999999999999,6.276545008480916,3.9398252440459856
3,0.00025,0.00015,120.0,28760.83515810777,1,0.0001,0.0001,0.6060552089432971,0.5204479999999999,48.63999999999999,8.070248790936828,4.89101631721561
4,0.0002,0.00015,0.0,28760.83515810777,2,-5e-05,5e-05,0.6091222991674845,0.5204479999999999,48.63999999999999,4.884511198378228,2.9752646914654712
5,0.0002,0.00015,120.0,28760.83515810777,2,-5e-05,5e-05,0.5936066008506969,0.5204479999999999,48.63999999999999,6.4293202223411425,3.8164869229645717
6,0.00021,0.00015,0.0,28760.83515810777,3,1e-05,1e-05,0.6123737875493334,0.5204479999999999,48.63999999999999,5.171867072905007,3.167115828136524
7,0.00015,0.00015,120.0,28760.83515810777,3,-5e-05,5e-05,0.5888247804464304,0.5204479999999999,48.63999999999999,4.637897819908943,2.730909165540862
8,0.000205,0.00015,0.0,28760.83515810777,4,-5e-06,5e-06,0.610705110076031,0.5204479999999999,48.63999999999999,5.028197035450054,3.0707456240184983
9,0.00016,0.00015,120.0,28760.83515810777,4,1e-05,1e-05,0.5893289946497298,0.5204479999999999,48.63999999999999,5.001538174367769,2.9475514640024034
10,0.0002,0.00015,0.0,28760.83515810777,5,-5e-06,5e-06,0.6091222991674845,0.5204479999999999,48.63999999999999,4.884511198378228,2.9752646914654712
11,0.000155,0.00015,120.0,28760.83515810777,5,-5e-06,5e-06,0.5891367852871098,0.5204479999999999,48.63999999999999,4.8181897768448465,2.83857283603359
12,0.00020099999999999998,0.00015,0.0,28760.83515810777,6,1e-06,1e-06,0.6094218840715968,0.5204479999999999,48.63999999999999,4.912746346645051,2.993935134538281
13,0.000156,0.00015,120.0,28760.83515810777,6,1e-06,1e-06,0.5891823898642609,0.5204479999999999,48.63999999999999,4.854874815333932,2.8604067461902574
14,0.000202,0.00015,0.0,28760.83515810777,7,1e-06,1e-06,0.6097364681734349,0.5204479999999999,48.63999999999999,4.941512898941599,3.013020622434122
15,0.000157,0.00015,120.0,28760.83515810777,7,1e-06,1e-06,0.589207751454647,0.5204479999999999,48.63999999999999,4.8922513765297255,2.8825524331159813
16,0.00020299999999999997,0.00015,0.0,28760.83515810777,8,1e-06,1e-06,0.6100537123754879,0.5204479999999999,48.63999999999999,4.970298199083106,3.032148867963852
17,0.00015800000000000002,0.00015,120.0,28760.83515810777,8,1e-06,1e-06,0.5892448971141309,0.5204479999999999,48.63999999999999,4.928951662366204,2.904359615171498
18,0.000204,0.00015,0.0,28760.83515810777,9,1e-06,1e-06,0.610379531360557,0.5204479999999999,48.63999999999999,4.999381054348524,3.051519865046098
19,0.00015900000000000002,0.00015,120.0,28760.83515810777,9,1e-06,1e-06,0.5892910683352833,0.5204479999999999,48.63999999999999,4.965277235712933,2.9259935268141373
20,0.000205,0.00015,0.0,28760.83515810777,10,1e-06,1e-06,0.610705110076031,0.5204479999999999,48.63999999999999,5.028197035450054,3.0707456240184983
21,0.00016,0.00015,120.0,28760.83515810777,10,1e-06,1e-06,0.5893289946497298,0.5204479999999999,48.63999999999999,5.001538174367769,2.9475514640024034
