,amplitude
0,-78640.43857218906
1,-23748.132514553996
2,-45781.43489696792
3,982.4161940873282
4,-6709.482344695313
5,309.1871608098936
6,-11286.552113202866
7,11375.345820348306
8,-2486.419599599938
9,556.0739942477048
10,4611.902495155234
11,1441.8792289838948
12,205.8295117184307
13,457.8021694821782
14,-3200.125213578137
15,-6324.985238015389
16,-411.01270983123595
17,4563.782131512822
18,-7041.839240671614
19,-1602.164907502603
20,-3658.3563722627514
21,-764.63948320491
22,1048.8308777483908
23,-1365.5122408147909
24,1026.9163782034448
25,2135.236136532997
26,2800.884836975391
27,2158.648225994294
28,-1959.474854956402
29,3532.1098383943927
30,-758.6380286577596
31,-1514.5944427063805
32,-351.6174960912167
33,-797.9660384135509
34,594.8326080589613
35,-602.8968784299259
36,-1525.9601472372551
37,2137.613227765889
38,-1644.322937955536
39,2451.3541799191207
40,889.0159780496479
41,1578.9537329919513
42,-2381.597398521435
43,-735.1624768663469
44,-44.4991043631785
45,-1316.6265395075657
46,-268.22833744490254
47,571.1464156432685
48,-218.36188591348127
49,-2030.9789305813051
50,2572.344630762656
51,-1293.8632805218876
52,-315.49124376145255
53,-379.54542745469917
54,-1341.8295014172581
55,-1841.5620479281788
56,2372.237199495801
57,889.10399025796
58,-932.3893119671557
59,-428.09349623690105
60,1305.8579690336794
61,-1197.3956209042085
62,1563.7868641711866
63,595.6612445951268
64,-954.802434218987
65,-463.9739087748749
66,-176.93592963931587
67,-1114.5449438546934
68,911.4041603645537
69,338.51084550511587
70,520.7381290196263
71,463.05209213927674
72,-440.4741315412639
73,446.5154364690966
74,-208.33918838196178
75,980.8715939940794
76,1276.2532767996418
77,-1354.1386629914482
78,624.2098017958797
79,144.86787031566018
80,-25.643099416113728
81,-82.24925034914895
82,151.9695553084914
83,1597.725527650211
84,809.6459116655315
85,-758.2332658976743
86,1090.5947919042574
87,1554.6564521033156
88,665.4447676957279
89,-133.06396596568766
90,-544.1395494041835
91,461.3762555565927
92,710.1005103438861
93,-576.2359697411872
94,-112.11347895890526
95,-683.5901618626322
96,-1066.8866674362328
97,265.6254486991352
98,-173.98434911363802
99,567.3714447347284
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0043
