,amplitude
0,185119.56887153993
1,-54802.339300189065
2,-91521.64008225061
3,-22289.46789937176
4,19238.081452160288
5,976.2222451379421
6,-26296.843403723316
7,63711.89653002483
8,11678.671419458307
9,-21851.461309834773
10,10732.770932279203
11,-7005.323045814683
12,-10003.473286432305
13,2127.1800041848182
14,9257.063137305726
15,2581.6307619863983
16,-12442.94461443516
17,1377.6613867383494
18,-848.0594012101756
19,-3108.8078950821327
20,4039.5373817862037
21,10915.408098135305
22,-2586.2232655682346
23,-311.51249683402966
24,4061.2909360615777
25,310.1149998220626
26,5384.8035830007
27,-3875.3650117795096
28,181.51766613834297
29,3074.578510113177
30,-1996.6381270061265
31,-977.8938836114212
32,1771.1251829642542
33,-510.5624009586063
34,-2483.1645900167587
35,4038.815212802413
36,-2832.6835916411
37,2595.4391183898606
38,5745.766985317117
39,1437.9618209809269
40,-1714.4226318009446
41,749.3587716305001
42,1652.8188753875702
43,52.6483448275485
44,1281.0526650867537
45,2570.0098186707946
46,-1761.6264311861742
47,940.9208337681657
48,-1417.0910176642965
49,-2899.784644714201
50,4398.835302089034
51,783.7758905962883
52,1957.1003821617996
53,-2012.1281457379164
54,736.3885876965251
55,1420.1027946081704
56,1572.35196555525
57,-363.9410720145886
58,-118.53494468511235
59,475.6028646899813
60,-35.46582040720932
61,1755.0552349260006
62,-3885.849236580616
63,-1354.2095314002354
64,1397.6533516927248
65,-1457.2494821711625
66,-2057.726356186651
67,-2267.6950144977754
68,-768.6981829449624
69,585.5240271588373
70,-583.4526586684074
71,1177.5010203961156
72,817.2905587163432
73,-473.37294540303174
74,-426.18060719455934
75,1623.3123559570176
76,2401.948275114286
77,739.0615930798422
78,-836.4052737550865
79,-2576.2183810725764
80,-373.2862029847274
81,580.680007317691
82,52.656848946885475
83,-357.0078414358395
84,631.5204789084419
85,-1757.3175012953616
86,49.86122347571927
87,-498.3994255236521
88,2081.3518634143384
89,1830.447417881367
90,-343.28949676363936
91,-2266.149390298735
92,-430.8781993328994
93,-264.9501704064387
94,-944.9792129249181
95,-591.1572341057545
96,1066.6095361107064
97,-81.81808890723187
98,-893.7614503327277
99,-65.99771363834043
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0033
