,amplitude
0,1419.874040928166
1,4971.704107647385
2,83447.55540190682
3,16051.947193063357
4,-22402.160946126733
5,-13213.040601238119
6,36516.3012299075
7,-27780.192544236234
8,6483.142751588004
9,5800.784017234915
10,8876.700457443998
11,-3939.9795704828166
12,-7773.639741750095
13,6810.341824584493
14,15477.45363119771
15,-7635.7299311547795
16,-6480.132516415631
17,1014.8558588303085
18,-2937.648404172128
19,-7872.710775191269
20,2716.373895963651
21,4089.875000202721
22,-2278.635267194577
23,-1064.2107503959396
24,785.4416973680773
25,2545.551290353019
26,1243.9584217174286
27,-962.3963696561295
28,-2123.5024335542353
29,-124.58682090639513
30,-3067.256588005016
31,-1695.1486435926608
32,412.2346779576692
33,-4654.141902273988
34,-2473.3644959909784
35,2463.2581777687083
36,6565.42628395438
37,1775.847765662078
38,-1242.959592364581
39,-2645.9690861332992
40,2957.4360602596325
41,2468.1084522499386
42,1265.996050504952
43,2714.566258414974
44,1202.9108371746843
45,-5316.025878266839
46,-121.06374532578047
47,817.2766846898085
48,-3509.8899444239323
49,-3089.1815133619893
50,-1633.4500113256436
51,-2205.878901521317
52,-3312.1533637687035
53,520.0131647230446
54,1082.0726307795912
55,-4779.769893326033
56,1551.7930515646458
57,923.894188750317
58,682.0555425784605
59,-3607.466831978825
60,258.08049475795906
61,-304.95080858017263
62,-3105.7309628391304
63,-1666.2154949042852
64,-2193.0894876380403
65,-3906.0116543120093
66,-550.4658779053361
67,65.1669610549925
68,126.18819035747038
69,280.08454119363705
70,-115.36455431373543
71,1332.1793706926023
72,-960.4149798346375
73,-121.46896987077923
74,-5.947119071886846
75,-987.0138137171743
76,2918.5613417785717
77,-1285.3690819440517
78,414.0457492972164
79,-619.4670417856305
80,-54.218721626319166
81,1974.8384825431517
82,1848.2255567135871
83,-2113.5624308841952
84,2248.1119257405735
85,1062.6172700288862
86,1519.6333900290665
87,629.4414816262661
88,131.82205963994602
89,3559.0332571211447
90,1927.7116863522897
91,-1114.3346081725022
92,1031.5478455543125
93,-1224.3456395108624
94,-2639.705099074752
95,1070.788213605134
96,140.359930991679
97,-1371.262699332612
98,27.317410870301956
99,1651.3621265408856
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0001
