,amplitude
0,75134.33912427363
1,-53847.71401566511
2,-39909.379041205655
3,-1004.4507713160847
4,-3597.8648940958656
5,8399.317097718533
6,-8341.211379142824
7,1884.7571334949662
8,9158.232873471416
9,-7202.875288896752
10,4416.806159003352
11,5431.946268586771
12,-4608.156595498378
13,2344.053652149698
14,5140.0914128939385
15,329.10506743740916
16,-1028.9117620828702
17,1946.8566041454894
18,-2402.991364058088
19,4023.033368315893
20,2261.3448066222772
21,-2602.933698642406
22,334.8426678672422
23,7670.209496867813
24,-1023.2363286652198
25,460.38655377809846
26,917.8538589057225
27,-30.01233790254446
28,-1661.6800771217295
29,1741.614694774943
30,2192.23131046625
31,-2470.513744192089
32,1523.2460295928959
33,1157.515932058422
34,-1306.7821742401911
35,-379.9722552907251
36,3604.10509645808
37,-3450.7179049885162
38,-131.57081610573914
39,2339.2456195094337
40,-717.4228483437437
41,360.05957769027737
42,1467.7925840698208
43,1136.9138070673616
44,-796.2624971262576
45,-1536.3396462319906
46,-1544.6802308284387
47,614.2543546924644
48,1597.9276779641505
49,-1394.71011566271
50,1820.90126456509
51,-20.517471405668402
52,-3867.4994578546093
53,-331.8905833290082
54,845.1701305169963
55,-841.4404413409593
56,858.7628738869516
57,7.6429620285307465
58,321.72838937865436
59,142.82635265107183
60,2913.709736956087
61,1141.6158208866782
62,416.1506341106942
63,-212.29069476811037
64,695.516077998629
65,-556.851051328923
66,-475.3155873340147
67,-871.9223774108341
68,-508.7121668915943
69,425.0505360538714
70,-757.0223632121979
71,221.94273252795483
72,-1448.04515013512
73,945.1855177212137
74,138.8426651628788
75,690.8537274182036
76,1025.94248489872
77,-1472.9470713313112
78,1438.3910905421908
79,1105.042919138912
80,-352.8573622735221
81,644.2977893988109
82,-909.228995515422
83,-75.09538411325957
84,661.2831916619143
85,445.8655897561439
86,-189.4858020764077
87,116.53330600801928
88,169.45507876043985
89,84.25430473700635
90,-173.98658828891712
91,804.8741956117028
92,269.13148579625795
93,-1242.3412405962736
94,-1095.7396946954877
95,386.8756469427526
96,2.3882182079159975
97,-199.27125290887216
98,247.75578169830987
99,203.08877750930196
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0048
