,amplitude
0,17556.623654359362
1,-26378.66522321095
2,-53759.76258590299
3,25783.573737029197
4,-11044.663996749781
5,-55302.49675988366
6,-21838.501827606273
7,12714.817633306788
8,-22670.81105893759
9,-6138.079099365696
10,-6509.021079286245
11,5846.5984026506985
12,4298.856045729859
13,7313.565600412556
14,8764.019943177605
15,-3864.2547297756864
16,-7641.118368412055
17,-6901.158379045523
18,1507.6453705920594
19,2338.272733259804
20,2927.03592363419
21,8319.692662504922
22,-2167.3538206382723
23,-1417.0466338313793
24,4027.7072419623396
25,775.2790883483776
26,4965.125436598431
27,-9407.634873610004
28,2163.3761413684033
29,5642.271083310005
30,-7519.203888316109
31,556.4443351299369
32,-789.5685280755824
33,-2608.1238112686915
34,-936.2233837496105
35,1196.2084833142162
36,1692.882063399316
37,-2125.6866117982813
38,-6317.6676352535405
39,2002.7765777905042
40,-128.60933094446955
41,2678.625616939423
42,4712.0404179441375
43,2316.0566909276486
44,3659.0258123808726
45,-1843.9479594589666
46,-4618.108763032844
47,560.5169857299773
48,3152.818022222422
49,-4654.552844792564
50,3600.4977163937037
51,-694.9485239923943
52,880.1172392881053
53,1909.412322181306
54,-2082.9230115965547
55,-196.37256707386496
56,-590.171660295684
57,-297.19501229332127
58,-3542.3431681629936
59,3311.298828416264
60,-271.07772508235576
61,-1752.8331863934254
62,-1538.8681598804842
63,-550.8711581184652
64,1718.3388178872756
65,-265.6004548431465
66,135.51518337508583
67,-914.9693008910617
68,145.05041070098468
69,-295.9843386861221
70,-1413.0432784863588
71,111.45036659174275
72,-2504.4412248249246
73,7.288028663284422
74,-2577.642702762486
75,-27.450012522528596
76,3836.759627023759
77,-519.8508574415227
78,-3344.071065408797
79,208.73046035830885
80,2445.9585517908354
81,-559.3971766757404
82,-1181.7516718289708
83,175.250638239032
84,570.4470660302779
85,-1949.753634066752
86,1716.6842728484394
87,-99.15177276109625
88,-181.56679990763587
89,-1281.8662918910923
90,-400.67197519133333
91,-51.788875133941474
92,-204.55279306362718
93,2097.3303181888878
94,1052.5498866805865
95,501.6740395227753
96,126.03446894996796
97,-122.80109941925366
98,-3143.0803084819217
99,-1041.1663530921983
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0023
