,x_xsec_0,y_xsec_0,x_xsec_rot_0,y_xsec_rot_0,x_xsec_1,y_xsec_1,x_xsec_rot_1,y_xsec_rot_1,x_xsec_2,y_xsec_2,x_xsec_rot_2,y_xsec_rot_2,x_xsec_3,y_xsec_3,x_xsec_rot_3,y_xsec_rot_3,x_xsec_4,y_xsec_4,x_xsec_rot_4,y_xsec_rot_4,x_xsec_5,y_xsec_5,x_xsec_rot_5,y_xsec_rot_5,x_xsec_6,y_xsec_6,x_xsec_rot_6,y_xsec_rot_6,x_xsec_7,y_xsec_7,x_xsec_rot_7,y_xsec_rot_7,x_xsec_8,y_xsec_8,x_xsec_rot_8,y_xsec_rot_8,x_xsec_9,y_xsec_9,x_xsec_rot_9,y_xsec_rot_9
0,20.11278533935547,10.399299621582031,-0.025271393358707428,0.8612468838691711,34.01348876953125,0.0,48.646018981933594,2.3972555411970032e-37,25.63077735900879,0.0,-6.6976637840271,-4.769289615802071e-38,25.698020935058594,30.41535186767578,-99.775390625,62.16591262817383,-39.403507232666016,0.0,-52.003170013427734,-1.0392459610061391e-38,38.48831558227539,-0.0,-11.700031280517578,-1.1174962889420405e-39,13.224006652832031,36.439430236816406,-70.29551696777344,-33.50925827026367,45.146976470947266,-4.729677677154541,47.54595947265625,14.218453407287598,-6.9000773429870605,-0.0,26.234281539916992,1.973799932833646e-38,47.45253372192383,-0.0,11.081995964050293,2.8305528330129142e-40
1,-4.431449890136719,10.399299621582031,-0.025271393358707428,0.8612398505210876,-41.40224838256836,-0.0,-5.060206890106201,-7.868149626298644e-37,17.66172981262207,-0.0,-30.152400970458984,-2.096265599370204e-37,-5.045796871185303,-19.978090286254883,-31.146089553833008,17.206371307373047,45.996482849121094,-0.0,-11.67928409576416,-1.5923540192880984e-38,-26.08325958251953,0.0,8.068804740905762,2.920203704865023e-39,31.837146759033203,48.00571823120117,-85.94760131835938,2.0288732051849365,-48.48756408691406,88.22210693359375,-52.4726448059082,-48.40327453613281,-47.63970184326172,0.0,30.603002548217773,-7.10925794580381e-38,9.31117057800293,0.0,78.56022644042969,-8.068704583551583e-40
2,4.176133632659912,10.399299621582031,-0.025271393358707428,0.8612422943115234,-16.7570858001709,0.0,-8.873443603515625,3.489558277412518e-37,-117.3556900024414,0.0,-16.158370971679688,5.401402461113124e-37,-27.726604461669922,-4.851264476776123,18.112836837768555,-6.179165840148926,166.79095458984375,0.0,-96.3675537109375,1.0079758456448844e-37,-23.720266342163086,-0.0,27.32766342163086,-1.49734346106964e-40,9.923309326171875,89.36324310302734,1.6531782150268555,13.266725540161133,-25.305917739868164,99.70822143554688,-11.003437042236328,-3.345362663269043,5.119546413421631,-0.0,9.771110534667969,9.321097149421545e-38,-44.88779067993164,-0.0,10.982141494750977,-1.9804607248241213e-39
3,-13.090705871582031,10.399299621582031,-0.025271393358707428,0.8612443804740906,-83.10863494873047,-0.0,-15.970494270324707,-5.485946160582155e-38,-176.14077758789062,-0.0,-28.57275390625,2.4426638892582475e-37,0.18295204639434814,7.046764850616455,-32.006168365478516,-5.7251129150390625,204.36842346191406,-0.0,-27.22433853149414,4.896408125733604e-38,16.00567626953125,0.0,7.715665817260742,-2.001852947180504e-40,1.6949747800827026,23.14385986328125,11.952951431274414,25.948049545288086,-21.201555252075195,188.4900665283203,5.991477012634277,25.087841033935547,13.568601608276367,0.0,-22.59128761291504,4.480090479513794e-38,40.33262252807617,0.0,1.3445944786071777,-3.4176660609987974e-39
4,-27.002456665039062,10.399299621582031,-0.025271393358707428,0.8612436652183533,-122.99492645263672,0.0,30.670997619628906,-1.691524999015974e-36,-73.43376159667969,0.0,-1.564044713973999,2.1644686565532537e-36,-7.227682590484619,2.5356786251068115,35.6970329284668,-2.892235040664673,-81.7862777709961,0.0,-43.39384460449219,5.529460513639018e-37,-34.66596984863281,-0.0,-25.39654541015625,6.505620045807223e-38,-33.1409797668457,-69.14498138427734,6.7533111572265625,-10.13012409210205,-14.354415893554688,77.45177459716797,57.672176361083984,-25.0659122467041,-39.02391052246094,-0.0,2.1536123752593994,-1.4787541719535384e-37,7.3632121086120605,-0.0,-20.045503616333008,6.699601231704322e-38
5,-55.44456100463867,10.399299621582031,-0.025271393358707428,0.8612430691719055,-48.31830596923828,-0.0,41.738521575927734,1.4004894510008503e-35,-34.80170822143555,-0.0,-16.825759887695312,-3.079852596339492e-35,-54.54011154174805,-18.6605281829834,14.048295021057129,22.098918914794922,-72.4412612915039,-0.0,-39.9704475402832,-3.2705339373504723e-36,-20.875598907470703,0.0,-26.138004302978516,-5.5937014162297704e-37,-16.802812576293945,-28.45145034790039,-8.280412673950195,27.9499568939209,10.660698890686035,7.316254615783691,63.8217887878418,9.248563766479492,-28.125839233398438,0.0,0.30425509810447693,-2.5523663668311133e-36,5.0844573974609375,0.0,11.30795669555664,-3.1258888157958555e-37
6,-53.99047088623047,10.399299621582031,-0.025271393358707428,0.8612432479858398,29.888349533081055,0.0,40.140380859375,6.4749154664802004e-37,55.617977142333984,0.0,-31.70217514038086,1.0365813390631955e-34,-4.564066410064697,-25.086463928222656,96.55729675292969,48.655521392822266,28.24795913696289,0.0,151.56423950195312,-3.93251432717945e-36,-53.70219802856445,-0.0,20.162242889404297,2.060029097279985e-36,34.717185974121094,-71.84989929199219,2.654722213745117,25.34463119506836,53.007808685302734,13.545819282531738,51.93062210083008,36.772483825683594,-63.673946380615234,-0.0,-0.06886326521635056,1.4860402423764544e-35,-19.270889282226562,-0.0,70.1064453125,8.210722035067449e-37
7,-51.50825500488281,10.399299621582031,-0.025271393358707428,0.8612434267997742,68.17445373535156,-0.0,-7.312208652496338,-2.3370152421379155e-34,30.793302536010742,-0.0,-18.086977005004883,-3.4300003932173515e-35,12.646703720092773,-69.57278442382812,-14.546231269836426,2.99584698677063,147.53363037109375,-0.0,125.68872833251953,6.032643609096266e-36,-30.882810592651367,0.0,52.50960922241211,-3.393168045567636e-36,4.542252540588379,-76.64747619628906,17.6241512298584,-11.09403133392334,-6.489579200744629,-29.880720138549805,44.62559509277344,85.50273895263672,-34.829036712646484,0.0,-47.18608856201172,-4.1747196863239456e-36,-77.05200958251953,0.0,-10.006689071655273,-1.4709780865153072e-37
8,-19.6875,10.399299621582031,-0.025271393358707428,0.8612433671951294,-37.373268127441406,0.0,25.615066528320312,1.1112652476578616e-33,-133.5203857421875,0.0,-0.35926753282546997,-7.6810038083967835e-34,-30.44953727722168,8.047492980957031,-16.184463500976562,-21.994136810302734,97.73773956298828,0.0,-11.043562889099121,1.2118366413056298e-34,15.5534086227417,-0.0,14.416329383850098,-6.289910886441689e-37,25.246362686157227,62.70132827758789,6.252330303192139,3.054295539855957,-16.713409423828125,-75.04547119140625,37.931602478027344,43.00558090209961,26.494455337524414,-0.0,29.811092376708984,-1.7095566762725034e-34,-162.2205352783203,-0.0,-19.268465042114258,-5.805112557787078e-36
9,-20.886445999145508,10.399299621582031,-0.025271393358707428,0.8612433671951294,-71.79840087890625,-0.0,47.38440704345703,-2.6717313351450596e-33,-123.2249755859375,-0.0,64.09138488769531,1.6643301050964668e-33,-33.00022888183594,43.25629806518555,-11.43729305267334,32.838294982910156,97.78276062011719,-0.0,-1.6635425090789795,-2.4891398231686663e-34,-196.60231018066406,0.0,19.726951599121094,3.3250261074184066e-36,11.898941040039062,14.546170234680176,1.0768799781799316,-19.270771026611328,41.24791717529297,-22.40192222595215,31.087827682495117,16.338285446166992,104.09461212158203,0.0,-9.00672435760498,4.368515829077272e-34,-117.70945739746094,0.0,45.174808502197266,1.027400070985504e-35
