,amplitude
0,30527.91656697517
1,120878.08251103101
2,-60911.65594129172
3,3827.631946432376
4,5016.1187953468225
5,-2464.8978803757527
6,-37371.964443936944
7,-6620.049088487242
8,7853.994710873005
9,-8715.697180375755
10,12673.531904907933
11,-12974.293354370902
12,-6533.530244775737
13,7046.994892889378
14,-1173.893599914104
15,-3533.4939896397836
16,5919.9771766172835
17,3144.6925513730985
18,6764.5023864417235
19,-4422.428424765063
20,6577.040630030173
21,3350.8009183287704
22,-513.4080053129292
23,4428.927661382615
24,2907.240432200646
25,92.66973325008257
26,4924.037800361496
27,-874.2787722440116
28,1124.209222115176
29,936.044431536483
30,1390.013682017192
31,-2587.4173793370283
32,-390.3058233106076
33,-3620.2943552662837
34,2127.271015839362
35,2895.272806158613
36,-331.8479002925342
37,1016.01074317655
38,2635.5806392869126
39,-999.7058389173462
40,-2996.0206119373543
41,-519.0248198145218
42,-1484.9798185035124
43,-2129.9329300829486
44,-1460.8107814872074
45,-1289.0361824608408
46,1160.703401021783
47,293.3494593839496
48,711.7087855621576
49,-3135.1622580665808
50,806.3682325731424
51,2828.435791642285
52,2009.8537343745356
53,-1544.6050841227916
54,2627.420772331825
55,1927.2009407540158
56,1832.6861222826083
57,25.719063827362334
58,-2034.5795349341097
59,-2128.5381298196
60,683.9940206751271
61,2545.157826202718
62,-1343.891801468777
63,595.3197158240037
64,352.8883910437271
65,-2054.3253291620376
66,-129.65186065297257
67,-52.8520769908082
68,-2601.996049007921
69,1088.403297694223
70,833.8618993950513
71,-629.4995805788658
72,405.834963131987
73,-896.2638791524805
74,796.0075844335915
75,-810.230977331546
76,243.4813568372017
77,-1211.7558911097913
78,-18.474709052445178
79,-1452.32657546476
80,-1911.9161938505858
81,782.0039092445222
82,-3270.219074440417
83,-347.87010361026114
84,1865.1768544361075
85,-82.45575190213276
86,760.8691589525888
87,429.9875993729729
88,1984.6787678805758
89,-230.31788870795572
90,-1223.6203662467942
91,388.2529196419491
92,-1043.7552332927626
93,1201.969390240596
94,1915.2996607549721
95,949.5203402510597
96,2335.2603604688666
97,-516.102768158984
98,-107.56621374354495
99,297.1238418773464
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0036
