,amplitude
0,-46301.731136920615
1,-7179.718014976554
2,179666.08056433126
3,71040.13770080762
4,778.0346563419207
5,-39720.02117603911
6,30872.115105303743
7,-70354.33903884608
8,7168.419243674556
9,-9956.269215248196
10,33938.64817875242
11,-4578.561965648754
12,-15689.664576380583
13,17500.303907448608
14,10299.033800779627
15,-13982.479248603144
16,-918.851336822052
17,1923.8650398515474
18,1527.04247097621
19,-12235.680997162563
20,12314.73794466654
21,4598.685338977695
22,-994.5151357331597
23,1126.0125426641935
24,5635.932911683141
25,5155.949961044914
26,4778.428563634632
27,4119.128207239868
28,-1901.686054720624
29,1726.9993677430248
30,-8661.334766595075
31,-2913.1532294923554
32,4838.9232321961845
33,2373.203535341687
34,1237.123044562417
35,3124.421793831021
36,3051.1338534304887
37,701.8696827747335
38,-8185.809413313753
39,122.36351363312133
40,-2092.665488862134
41,1103.7071859954158
42,-2689.8312832044794
43,-1034.8069729418348
44,-374.57109482917076
45,-1611.918861548249
46,-712.5162180926527
47,5939.38301431002
48,-2334.3673548866063
49,-446.88436329429896
50,934.3790451878958
51,995.2196609634902
52,-1991.5337079334104
53,-69.18639981466004
54,3628.999710816199
55,-2697.399600463512
56,-919.2807577965723
57,-1191.4819554192982
58,2951.046968632356
59,838.6574903879882
60,2798.3027997058525
61,3138.2603566363323
62,-827.4546346239767
63,-2335.501477460217
64,-4169.005057626535
65,-2234.9161066810193
66,3158.2318703733517
67,1691.9684007877768
68,407.36187173235885
69,2179.3171288817066
70,-525.8796203551537
71,-514.7522389724581
72,2499.5036370204434
73,1210.3947303909154
74,4514.269803544299
75,2466.6906815237962
76,1362.873455101908
77,-969.2524937786366
78,610.2399989051482
79,302.95136721443123
80,-1804.7580308105498
81,479.8231136283939
82,427.8499391749283
83,1217.0499922075032
84,2845.2608830828867
85,-2479.652785433187
86,-561.9488296167838
87,-1259.7323701249697
88,556.1707150691764
89,-3642.8718725921644
90,-878.5023476576171
91,2159.5496960205055
92,-572.2725961731612
93,-746.5849319632835
94,363.21736734288424
95,3325.9687940325275
96,870.1633826355464
97,-921.2412234870862
98,-1189.430565128081
99,1334.133997789062
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0005
