,amplitude
0,60512.13197179231
1,24874.630880356355
2,-15240.524033391306
3,-18281.30607294346
4,4953.853649535286
5,-1936.4835220102725
6,-3881.1013238387222
7,4015.715901212109
8,-3951.190082109604
9,2449.577256373806
10,6405.433869489322
11,5708.720130548027
12,-6368.060979384284
13,12434.978123804252
14,-5879.950413042752
15,6374.773744951395
16,102.01892866218213
17,6208.132137968856
18,-1566.4300699549792
19,-868.9539053121982
20,-2169.941619283031
21,5112.343738190803
22,-692.9438960476346
23,-1034.0444733473378
24,-1181.6104584348936
25,2983.7508064542185
26,-488.49706143443154
27,-2045.72816503301
28,-2293.1932731020306
29,-1534.4138758326665
30,150.65481612731105
31,-1935.4768269916954
32,-2283.3751293928476
33,205.95569194051802
34,-1210.3806234387112
35,-887.3423489927754
36,999.1590514719601
37,821.527204160783
38,4250.847670157371
39,-286.8480616744978
40,696.1640105422748
41,-2278.771867235986
42,-823.5227943550062
43,-2102.548008966747
44,-2168.2875253948987
45,-2965.737329795301
46,-1237.5545937221395
47,-1002.1800170930846
48,765.40813974105
49,1668.171366697366
50,1854.7492205590033
51,-361.42018244299015
52,915.5846770165554
53,-269.0071960372011
54,600.0626211282424
55,-1221.8946710694427
56,868.7323413988261
57,1179.2657657042882
58,243.86189944209127
59,-739.213568612874
60,1524.6986255639476
61,-132.54163242090556
62,-103.53718239936416
63,1148.7854127007122
64,33.39075154611692
65,-409.1313029407004
66,643.775243404587
67,-213.80554457512244
68,-1288.0632972759477
69,2113.270330704742
70,243.51741364452937
71,805.9806062346124
72,234.74530380625606
73,181.1846574544005
74,546.968198565633
75,-1382.8383049283425
76,137.53978360796646
77,542.4269595467081
78,610.5683336483653
79,-737.4015741426988
80,513.6162864284997
81,-528.2792661128533
82,-329.4807952616486
83,-167.7242282242678
84,-226.53221587173903
85,-1193.149699887079
86,76.09633486009898
87,1383.6285742662694
88,84.67769807099126
89,674.5620392946121
90,-1193.9305053462913
91,742.0253465738065
92,1775.7958038656352
93,269.7246029909893
94,-169.28302148736157
95,208.0494014282349
96,97.08274250475256
97,1436.0983177088146
98,-189.32972777168163
99,645.3441058604485
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0058
