,amplitude
0,-5729.005652027171
1,22389.33308237666
2,-26994.696297937975
3,13482.111513865257
4,-1154.8292452905225
5,12333.531468171703
6,-19626.531365453673
7,13487.472235363946
8,-11357.847715053427
9,-8824.86050493424
10,3473.7042748828044
11,-4086.400025146101
12,298.90141267458876
13,5313.984092915372
14,6107.349796264928
15,798.219926396253
16,2244.102605972722
17,2257.9092808232153
18,-444.83578391927176
19,-283.08502178473145
20,-1320.1673661207797
21,965.6364295838366
22,1868.2327045766706
23,416.6211207821357
24,2455.121337484779
25,-459.71034759704617
26,-695.1648575771114
27,-1037.3748497222045
28,-763.2431135949992
29,-1058.7864728682853
30,2259.647911624556
31,-249.1440614999069
32,264.57078297595035
33,-1209.5415355121177
34,3355.5707972453197
35,-563.5614837511266
36,-576.1679382686551
37,850.6646716910182
38,1825.7530741697883
39,2063.1463590497233
40,497.72812983997756
41,2400.2498395827397
42,-1110.2098656274602
43,42.322476748158806
44,141.44069016643414
45,562.0965648585488
46,179.1352864225821
47,1129.7330751751524
48,-571.840958454683
49,80.33113854795783
50,-687.1562144780619
51,-591.5189777311002
52,-1697.3722708140076
53,-1483.44844618371
54,589.0558165476727
55,424.3826036681139
56,-99.9034018634361
57,-237.5457082843077
58,-556.6437173350362
59,615.505689856408
60,983.8323760855692
61,746.8353633157337
62,-671.5016140345042
63,-220.61777299100186
64,887.8714423246947
65,-479.3349805196344
66,453.76622779957916
67,-1296.9838720189223
68,856.9404329329218
69,1754.5468705075937
70,-93.57187656009137
71,-396.69933848481924
72,-1445.0148798905675
73,2062.9859786027137
74,170.90011856626825
75,95.9689475487503
76,1450.3211201675713
77,-29.6809799243174
78,1065.4090262494565
79,-285.8183268196908
80,-175.63715509472058
81,893.968081574385
82,1714.6492978032293
83,316.1905986873144
84,608.3897736422148
85,-265.0016211927996
86,-230.5824538469792
87,1247.6103176055458
88,-26.556291708431672
89,468.9316071638068
90,-921.074126224617
91,266.18749572523257
92,454.41009610967194
93,-339.60549383927446
94,-1229.0037228383294
95,404.33523452968075
96,758.2839767777614
97,-100.34376317772103
98,457.8392628087422
99,-23.11598645418553
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0063
