,amplitude
0,157734.13831803316
1,-46915.21921080921
2,6571.680749387138
3,-7657.6372675261255
4,-8307.948591227869
5,19763.122674754028
6,1008.655273789735
7,12539.74545810414
8,3919.7568784318246
9,-1275.5992789621391
10,8224.634423049432
11,-2765.9456600136073
12,-4902.3791700698175
13,-4791.772828321926
14,1845.7435995767137
15,-6040.3623120446655
16,-2050.488294095312
17,5754.436123129504
18,3010.0970991258305
19,2746.1348534176377
20,-6779.542301038381
21,3276.9745550522694
22,-2750.9818937503055
23,-2628.9335559261644
24,2090.937674058956
25,2431.1959271514856
26,-4373.8909104317645
27,60.68763379947086
28,-3164.422208948425
29,1192.6054578973037
30,1545.842051931652
31,40.3226480140911
32,2169.1206430987295
33,-1507.6867424995835
34,2389.827360010251
35,-481.48205287796554
36,297.09649974002787
37,-3108.6056885314674
38,-272.28067932193335
39,1531.4544007190016
40,113.28729404355363
41,-573.6568729833175
42,-73.05493626852888
43,-1603.894372886949
44,-861.4852731428982
45,-1338.4359602475788
46,-211.09912976305895
47,-908.5983864247191
48,-678.6889890231646
49,-590.5075672391259
50,1127.1553574946138
51,-1322.8948207606077
52,12.61444548458303
53,1397.844482314331
54,242.91375750359475
55,-857.8748070731376
56,-210.96583019676746
57,165.9048387190237
58,-2684.3433071778945
59,128.845785358586
60,384.5132806490128
61,-676.3713277345055
62,-872.3711844656841
63,643.9635341297485
64,799.630231669139
65,-1589.7172879713844
66,1030.4006173509242
67,-1468.5443951738198
68,-832.7284057026955
69,656.1663430069921
70,-532.4390455987213
71,915.8062286087397
72,-2081.9734217551595
73,1461.870744663349
74,-52.080001402699736
75,825.290368965374
76,112.76319428918214
77,-122.43313289625621
78,894.2411514482906
79,227.26576920014577
80,519.4660487133006
81,146.6091152254803
82,-1388.0719694954669
83,-109.88426268505009
84,1449.3962651666798
85,-303.7208647092775
86,-323.9997556959461
87,1486.3244637200514
88,-426.25464093338087
89,683.3804384865125
90,-360.53969667582624
91,558.3446488458449
92,-142.44756122372382
93,-1367.249381438357
94,-692.553307470228
95,-222.98859756793263
96,536.7098131648218
97,-563.1456285114809
98,-887.6985155800776
99,593.7754499469975
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0051
