,amplitude
0,-37952.83647090444
1,-19666.914551347567
2,2911.631939417023
3,-5668.96083604045
4,7719.272919033738
5,-10662.180577139756
6,-4787.81400096291
7,-12277.771208183956
8,6976.857674217244
9,-15325.732580066086
10,13128.570177929769
11,-14025.830957588018
12,2402.358819460572
13,-2417.0197250777055
14,8085.842236004022
15,-6925.969371845345
16,4145.860624038814
17,-1828.1332752851679
18,-1589.351277338453
19,-2019.253482348556
20,3190.4726157413784
21,264.21139179474153
22,4234.9454378007995
23,5150.061392651945
24,3302.955003520625
25,1400.1470015806099
26,1274.723955954867
27,-3001.620112271208
28,4404.346543248234
29,948.1065878552554
30,65.12586149061826
31,-1148.0341655512502
32,-1569.5722275762637
33,-3182.6715142132316
34,-1868.3472882129402
35,-3847.423338091935
36,1617.7758044162317
37,-4870.9394343515705
38,-1862.8264032805764
39,3000.815146828135
40,25.805438263736505
41,3683.6072730987485
42,-1383.3995889505632
43,-1479.2768341600142
44,-970.1652770546998
45,-2484.459541740647
46,-1201.7996542122041
47,162.07082427266369
48,-4096.627504244507
49,1007.5402038365655
50,-1759.2346711460796
51,-1640.6331161440053
52,-1472.317726655141
53,64.89646160127359
54,4807.141021733706
55,-1710.42610219544
56,-361.6627893785708
57,1897.1355569435466
58,-179.77605177025362
59,-1070.3811098948418
60,175.08735562262063
61,-39.687609398131144
62,-233.5186788930787
63,517.1231968829229
64,72.37689573999978
65,-1854.8967128041227
66,10.26101781489615
67,2208.6803386402803
68,162.0811954299984
69,846.0567836211587
70,-935.3730381676808
71,1746.0384605964837
72,-15.919528294654356
73,1894.6621657226
74,1598.7242761481739
75,279.5634219296089
76,2241.0698675184403
77,-1365.0240414165814
78,1582.3362948627405
79,298.24953085041943
80,182.44959328862979
81,345.880156085776
82,-1568.399602189414
83,293.5131622813956
84,2511.6498827928763
85,-491.1803613650984
86,-718.6267610980713
87,1012.2124403395856
88,-152.6378992003829
89,420.0278329367286
90,-1774.0760775129725
91,-362.2831479189458
92,1031.5526226822258
93,-1354.6652326505396
94,254.27468733679962
95,590.1753111571566
96,-426.37854184724347
97,-1860.7115396461477
98,1964.1296365881703
99,-715.0944885079421
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0040
