,amplitude
0,95340.37992863
1,14096.459296396855
2,-23949.95670356617
3,-23844.68346882995
4,-6504.61309626052
5,21180.497767929068
6,-21651.551375724262
7,6179.416022423859
8,-5247.136497257884
9,4793.836999832247
10,2904.6193327241303
11,-602.5533842152454
12,4542.288065544978
13,-6047.692843655195
14,2635.985224880329
15,-6814.207864530361
16,-578.684638061407
17,-830.7950560452673
18,-732.0104431101918
19,-5687.079310885487
20,1731.9277861199907
21,1045.0944922289127
22,-1935.0245028136019
23,2989.752611685045
24,822.9033781170583
25,-4088.5185653082317
26,1048.7440519151378
27,-2725.5321645206413
28,1584.905148939768
29,1936.6660985013305
30,461.63087557060226
31,-2283.510801016382
32,-1928.796853580261
33,1097.6999108186246
34,868.8618936167086
35,-1400.8184515683251
36,2475.5739302887982
37,-605.8378964430033
38,850.6114916009092
39,2209.6201160396286
40,-1730.4237708902574
41,-55.96327809640525
42,-765.7718714417292
43,-803.2165782205207
44,-497.6115816623387
45,-65.61585584967906
46,205.62411421529578
47,1126.2370222531877
48,743.0689842025197
49,-854.9328951833445
50,-685.234886895797
51,647.2929708832207
52,1380.3897834565812
53,-1123.51675851056
54,2221.0928361671977
55,-581.1747978984861
56,387.29269349428705
57,84.87121527953559
58,-760.5218308599842
59,356.72035943300716
60,-603.2009365742592
61,-2133.352323707385
62,251.25156535127735
63,-909.100049370383
64,535.2080415672299
65,-1222.1311659575513
66,770.6185106479061
67,804.6977677943021
68,-189.5226631190253
69,1759.4266735858296
70,-337.77727229470383
71,-201.6222470681157
72,-911.6653882691871
73,-1529.9470895194313
74,346.3303718360112
75,-348.88077107554454
76,1528.7198202603313
77,-637.7382661321753
78,765.5129630193733
79,-170.93758925397856
80,326.3625276281073
81,380.54754722939106
82,1116.1956144152346
83,-246.45515717824128
84,1244.8149511305874
85,-1197.763328077897
86,50.1201061806978
87,886.9716899316591
88,-287.7324886383185
89,-686.0544594207217
90,-295.0566089758504
91,332.3536290011207
92,-57.476368739429745
93,-1254.429916551664
94,-704.6107049093689
95,204.17735952736757
96,1408.6424519708935
97,-191.26331101283347
98,-1136.4344179882592
99,260.32009634393944
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0052
