,amplitude
0,66871.6563219108
1,81994.06814119456
2,-17075.56571778009
3,2428.9740532030737
4,4793.290485117813
5,-9335.225316499325
6,-5047.266780523712
7,12314.00883178692
8,-9450.137062123104
9,4798.8949784397855
10,9400.50790963971
11,9384.454198459141
12,1821.5173969630475
13,877.0188159177242
14,-3786.5495798170587
15,-475.0412776058024
16,-415.88469365341996
17,3219.0535610045354
18,-2274.342488043066
19,-778.8601190508143
20,785.4756564363897
21,4236.506557973656
22,-503.73630122891655
23,-42.56924277326925
24,2278.3489825333622
25,-635.5340318753097
26,-2161.1918964855254
27,649.726688138785
28,-1629.5267786462
29,-936.3707023620382
30,-513.9118885237958
31,12.229182777964525
32,-1460.1941692052596
33,-626.0597511600063
34,44.40545498814254
35,-614.1350953553865
36,1624.6426744553232
37,-734.3041180319406
38,1379.9407270135162
39,1429.5928172320491
40,-60.41989876482694
41,494.75546093934554
42,-1404.2255514990466
43,207.1496684722522
44,-977.5417040296734
45,-227.89099139808968
46,1144.1435495181759
47,1290.1686877596867
48,2260.937394169355
49,382.92210599575264
50,507.0920064065067
51,-1194.544346432962
52,131.82420440565147
53,-885.4968193000277
54,-738.4076815103936
55,468.17166066163054
56,-85.41392050847571
57,-6.8795728057739325
58,-432.8155840980244
59,-857.7758488707768
60,1906.467684884802
61,1087.8099631116584
62,1218.6622190558865
63,446.1648893048987
64,1134.3491788334559
65,850.2371387421676
66,403.9534677038682
67,651.1080520951618
68,-921.8414379070077
69,1084.3641008397913
70,-1187.455141815728
71,-507.39294107457135
72,-767.7858640258364
73,-1040.0531803540578
74,661.377421149411
75,623.9379493162414
76,1951.411892075139
77,-410.49081175542415
78,204.61870788574015
79,-244.75697878482697
80,666.997831794064
81,106.18495960318069
82,165.73226495149174
83,-569.4836570479024
84,-20.39002416810945
85,-1455.8073333422676
86,-81.21536147039296
87,69.92710772668579
88,134.65151101057563
89,1486.4929373294362
90,-410.00013079192104
91,36.059429592703964
92,693.8408912370796
93,-502.9122698398078
94,856.454868639732
95,913.3087960267876
96,-763.5685315276755
97,405.2236573933915
98,-337.1983567457046
99,-873.2371964778431
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0067
