,amplitude
0,-59795.812862699415
1,-10587.055001674767
2,-45708.50701518472
3,3530.5846005443746
4,-2314.936292515208
5,-5496.723606372232
6,-3832.3595701036284
7,15346.035579496458
8,-10377.718795132521
9,3005.076379046516
10,1763.1553574587278
11,826.6560526043095
12,3529.105591685857
13,-1523.7838637008235
14,-3161.386767407881
15,2575.340814984439
16,2627.4963205757585
17,4834.360211195766
18,106.97975536937793
19,-1749.9858448415316
20,7745.806757351712
21,6597.30108305676
22,-1495.211259525474
23,6671.800314915674
24,2139.967714947894
25,4022.9062788685787
26,2222.68530452792
27,-1644.0275237922424
28,-2927.9850113444445
29,2433.4453542102215
30,210.14639402698594
31,-1966.2960551771466
32,3450.0810918926836
33,2067.0073763664823
34,700.6476467363343
35,-637.6160598970141
36,646.8632398179998
37,-2120.0508627074464
38,-2672.553714151122
39,175.3996012943985
40,-914.4500511754413
41,-341.25861473268515
42,2168.294912254535
43,-160.22169898838683
44,-564.5919493854872
45,-802.4692166511347
46,-1234.460248673966
47,308.4425062332966
48,-120.9125022995861
49,1034.1876337887588
50,565.5253888951215
51,135.1407945761075
52,758.4299303867774
53,728.0610706562065
54,-622.3491785063616
55,-692.9951307666638
56,1703.8316481263282
57,-732.8971956199243
58,-22.86011366698949
59,52.918413999968834
60,898.6857907586977
61,850.5348471699672
62,-42.748305099921936
63,-479.89621446774436
64,442.8349966238952
65,-2183.2052168614155
66,-470.29407642467686
67,-186.36870292976892
68,-1578.333560056296
69,1045.5189095451556
70,-602.0267948034698
71,916.6846293377257
72,246.05266640480295
73,69.77440153626958
74,-888.460688876834
75,-1641.126794068016
76,634.8094423828252
77,555.6824880743898
78,802.9886670131395
79,-448.52964048959575
80,-1572.7982435348013
81,206.6997148105438
82,-631.9703524750144
83,221.62836124164096
84,-732.116176025673
85,-638.7916125602435
86,1605.3238092768993
87,1955.4026561542532
88,-838.3341148855488
89,-1135.7408654294234
90,-1134.3952166767667
91,1115.2738515067344
92,187.71760299798098
93,82.05246938979917
94,-170.33184341842843
95,1230.837926710732
96,1399.377104809888
97,-517.2289559821147
98,-1194.4661787601362
99,399.89350879727226
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0038
