UTDate,UTTime,ObjectName,IntegrationTimesec),Centralwavelength(micron),CalibratedNull,CalibratedNullError,CalibratedNullStatisticalError,CalibratedNullSystematicError,RawNull,RawNullError,SystemNull,SystemNullError,RejectedFrames(%),RA,DEC,ObjectAltitudedeg),Houranglefromobservation(hr),Seeing(arcsec),PWV,FPCRMSPiston,QualityFlag,ProjectID,Filename
2018-03-30,04:59:31.22,23_uma,0.046,11.1100,-0.004059,0.003544,0.003145,0.001635,0.008237,0.003134,0.012296,0.001656,9.60,9:31:31.708,63:03:42.704,59.1661000000,0.6326380000,0.9822,6.140,0.0032675100,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,05:02:09.56,23_uma,0.046,11.1100,-0.008306,0.003835,0.003469,0.001635,0.003990,0.003459,0.012296,0.001656,0.30,9:31:31.708,63:03:42.700,59.0832000000,0.6753850000,0.9556,7.160,0.0032983600,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,05:04:51.12,23_uma,0.046,11.1100,-0.005358,0.003567,0.003170,0.001635,0.006938,0.003160,0.012296,0.001656,0.80,9:31:31.709,63:03:42.705,58.9943000000,0.7204910000,0.9762,7.160,0.0031985200,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,05:07:30.11,23_uma,0.046,11.1100,-0.013033,0.002940,0.002443,0.001635,-0.000738,0.002430,0.012296,0.001656,2.75,9:31:31.708,63:03:42.695,58.9002000000,0.7646200000,0.8809,6.000,0.0033879000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,05:09:49.96,23_uma,0.046,11.1100,-0.010330,0.003315,0.002884,0.001635,0.001966,0.002872,0.012296,0.001656,2.19,9:31:31.707,63:03:42.701,58.8141000000,0.8093220000,1.0670,6.260,0.0033574200,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,05:12:28.55,23_uma,0.046,11.1100,-0.001973,0.002410,0.001770,0.001635,0.010322,0.001751,0.012296,0.001656,10.50,9:31:31.707,63:03:42.687,58.7103000000,0.8546170000,1.0348,6.260,0.0034439800,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,05:55:03.64,13_uma,0.046,11.1100,0.014721,0.002620,0.002190,0.001438,0.017759,0.002134,0.003038,0.001520,40.03,9:10:23.544,67:08:02.464,51.8176000000,1.9250400000,0.9747,4.300,0.0035505000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,05:58:15.83,13_uma,0.046,11.1100,0.019325,0.002079,0.001502,0.001438,0.022363,0.001418,0.003038,0.001520,59.77,9:10:23.545,67:08:02.467,51.6121000000,2.0427400000,0.9673,4.400,0.0035138700,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,06:06:20.35,13_uma,0.046,11.1100,0.035947,0.007130,0.006984,0.001438,0.038985,0.006966,0.003038,0.001520,84.40,9:10:23.544,67:08:02.456,51.0774000000,2.1158500000,1.0389,5.460,0.0037075100,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,06:14:47.82,13_uma,0.046,11.1100,0.008466,0.002422,0.001949,0.001438,0.011504,0.001886,0.003038,0.001520,28.31,9:10:23.544,67:08:02.469,50.4886000000,2.4583600000,1.0261,4.760,0.0033815900,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,06:30:06.84,13_uma,0.046,11.1100,0.040976,0.001955,0.001324,0.001438,0.044014,0.001229,0.003038,0.001520,47.21,9:10:23.543,67:08:02.452,49.3591000000,2.5127000000,1.0230,3.960,0.0035705000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,06:33:34.32,13_uma,0.046,11.1100,0.027461,0.005916,0.005739,0.001438,0.030499,0.005717,0.003038,0.001520,21.98,9:10:23.544,67:08:02.467,49.0927000000,2.5678500000,0.9313,3.960,0.0037570300,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:16:15.65,bet_vir,0.046,11.1100,-0.000402,0.000915,0.000710,0.000578,0.009916,0.000704,0.010317,0.000585,0.35,11:50:41.717,1:45:52.997,57.8535000000,0.6143510000,0.7882,4.080,0.0034124700,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:18:43.36,bet_vir,0.046,11.1100,-0.004484,0.001321,0.001188,0.000578,0.005834,0.001185,0.010317,0.000585,4.41,11:50:41.717,1:45:52.994,57.6973000000,0.6607240000,0.8014,4.080,0.0031504900,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:21:35.90,bet_vir,0.046,11.1100,-0.002335,0.001546,0.001434,0.000578,0.007983,0.001432,0.010317,0.000585,1.10,11:50:41.717,1:45:52.993,57.5040000000,0.7034520000,0.8755,4.480,0.0031278800,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:23:49.82,bet_vir,0.046,11.1100,0.000185,0.000972,0.000782,0.000578,0.010502,0.000776,0.010317,0.000585,16.12,11:50:41.717,1:45:52.990,57.3443000000,0.7469210000,0.9140,4.480,0.0030843300,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:26:41.85,bet_vir,0.046,11.1100,0.000993,0.000692,0.000382,0.000578,0.011311,0.000370,0.010317,0.000585,0.60,11:50:41.718,1:45:52.988,57.1290000000,0.7887720000,0.9099,4.280,0.0030674900,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:29:16.88,bet_vir,0.046,11.1100,-0.010314,0.002027,0.001942,0.000578,0.000003,0.001940,0.010317,0.000585,0.80,11:50:41.713,1:45:52.932,56.9233000000,0.8390860000,0.9215,4.280,0.0033891600,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:35:27.71,bet_vir,0.046,11.1100,-0.002962,0.001478,0.001360,0.000578,0.007356,0.001357,0.010317,0.000585,0.85,11:50:41.718,1:45:52.995,56.3937000000,0.9352010000,0.8774,6.740,0.0032074700,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:38:35.38,bet_vir,0.046,11.1100,-0.003838,0.001633,0.001527,0.000578,0.006479,0.001525,0.010317,0.000585,0.84,11:50:41.716,1:45:52.997,56.1040000000,0.9910500000,0.9055,6.740,0.0031216400,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:41:09.01,bet_vir,0.046,11.1100,0.001573,0.000662,0.000324,0.000578,0.011891,0.000311,0.010317,0.000585,0.71,11:50:41.717,1:45:52.997,55.8584000000,1.0342100000,0.8965,4.220,0.0030612000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:44:22.05,bet_vir,0.046,11.1100,-0.006303,0.001362,0.001234,0.000578,0.004014,0.001230,0.010317,0.000585,0.79,11:50:41.715,1:45:52.902,55.5355000000,1.0882800000,0.9009,4.220,0.0032830000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:47:09.32,bet_vir,0.046,11.1100,0.000401,0.001349,0.001219,0.000578,0.010718,0.001215,0.010317,0.000585,0.60,11:50:41.718,1:45:52.984,55.2460000000,1.1311000000,0.9482,4.500,0.0033387600,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,07:49:30.26,bet_vir,0.046,11.1100,-0.000812,0.001443,0.001323,0.000578,0.009505,0.001320,0.010317,0.000585,10.54,11:50:41.717,1:45:52.988,54.9931000000,1.1741300000,0.9605,4.500,0.0033624800,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:01:41.75,tau_boo,0.046,11.1100,0.000853,0.002037,0.001043,0.001749,0.011677,0.001005,0.010824,0.001771,2.46,13:47:15.743,17:27:24.868,73.6723000000,0.4274780000,0.8337,4.220,0.0034760200,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:04:37.69,tau_boo,0.046,11.1100,0.000118,0.001977,0.000922,0.001749,0.010942,0.000878,0.010824,0.001771,12.10,13:47:15.743,17:27:24.851,73.4333000000,0.4765900000,0.8659,4.220,0.0037402200,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:06:59.69,tau_boo,0.046,11.1100,-0.000383,0.002316,0.001517,0.001749,0.010440,0.001491,0.010824,0.001771,9.59,13:47:15.743,17:27:24.841,73.2251000000,0.5217150000,0.7918,4.260,0.0035616600,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:09:43.05,tau_boo,0.046,11.1100,0.001186,0.001927,0.000808,0.001749,0.012010,0.000758,0.010824,0.001771,3.45,13:47:15.744,17:27:24.874,72.9664000000,0.5653860000,0.8300,3.680,0.0033781100,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:12:29.67,tau_boo,0.046,11.1100,0.011940,0.002225,0.001376,0.001749,0.022764,0.001347,0.010824,0.001771,4.00,13:47:15.743,17:27:24.844,72.6855000000,0.6128690000,0.8917,3.680,0.0035181400,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:15:18.99,tau_boo,0.046,11.1100,0.001856,0.003426,0.002946,0.001749,0.012680,0.002932,0.010824,0.001771,5.90,13:47:15.742,17:27:24.861,72.3804000000,0.6594530000,0.9155,4.060,0.0033946300,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:21:10.12,tau_boo,0.046,11.1100,0.003826,0.002279,0.001461,0.001749,0.014649,0.001434,0.010824,0.001771,2.91,13:47:15.743,17:27:24.848,71.6947000000,0.7527050000,0.8837,4.560,0.0033431000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:23:18.18,tau_boo,0.046,11.1100,0.001030,0.002840,0.002237,0.001749,0.011853,0.002219,0.010824,0.001771,5.10,13:47:15.742,17:27:24.873,71.4267000000,0.7928570000,0.9282,4.560,0.0030988000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:26:30.42,tau_boo,0.046,11.1100,0.002984,0.003351,0.002858,0.001749,0.013808,0.002844,0.010824,0.001771,10.56,13:47:15.743,17:27:24.849,71.0104000000,0.8492340000,0.8947,4.640,0.0030853500,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:29:11.42,tau_boo,0.046,11.1100,0.010303,0.002516,0.001809,0.001749,0.021127,0.001787,0.010824,0.001771,17.91,13:47:15.743,17:27:24.855,70.6469000000,0.9097180000,0.8484,4.840,0.0032828500,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:33:41.23,tau_boo,0.046,11.1100,0.006345,0.003368,0.002879,0.001749,0.017169,0.002865,0.010824,0.001771,8.49,13:47:15.742,17:27:24.849,70.0126000000,0.9718640000,0.8829,4.840,0.0033652200,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,09:36:35.42,tau_boo,0.046,11.1100,-0.010463,0.002905,0.002319,0.001749,0.000360,0.002302,0.010824,0.001771,25.44,13:47:15.744,17:27:24.851,69.5859000000,1.0320800000,0.8618,4.460,0.0033564500,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,10:50:38.88,110_her,0.046,11.1100,0.030259,0.001775,0.001422,0.001063,0.035078,0.001398,0.004819,0.001095,16.98,18:45:39.726,20:32:46.724,51.6189000000,-2.7146300000,-1.0000,-1.000,0.0035736700,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,10:54:27.87,110_her,0.046,11.1100,0.006006,0.001893,0.001567,0.001063,0.010826,0.001544,0.004819,0.001095,18.45,18:45:39.725,20:32:46.714,52.4145000000,-2.6401300000,1.0943,4.340,0.0034039600,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,10:59:16.42,110_her,0.046,11.1100,0.021954,0.001440,0.000972,0.001063,0.026774,0.000935,0.004819,0.001095,2.77,18:45:39.725,20:32:46.729,53.4157000000,-2.5691000000,1.0423,4.340,0.0031853700,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,11:02:54.74,110_her,0.046,11.1100,0.009262,0.003907,0.003760,0.001063,0.014082,0.003750,0.004819,0.001095,1.62,18:45:39.725,20:32:46.720,54.1717000000,-2.5016900000,0.8591,3.860,0.0033313600,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,11:06:07.93,110_her,0.046,11.1100,0.010020,0.007357,0.007279,0.001063,0.014839,0.007275,0.004819,0.001095,3.43,18:45:39.725,20:32:46.724,54.8401000000,-2.4586500000,-1.0000,-1.000,0.0031044100,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,11:08:54.29,110_her,0.046,11.1100,0.003697,0.001679,0.001300,0.001063,0.008517,0.001273,0.004819,0.001095,1.10,18:45:39.725,20:32:46.690,55.4134000000,-2.4147500000,0.8542,4.020,0.0033792400,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,11:15:47.04,110_her,0.046,11.1100,0.006905,0.002734,0.002519,0.001063,0.011725,0.002505,0.004819,0.001095,2.18,18:45:39.725,20:32:46.712,56.8325000000,-2.3039700000,0.8252,3.820,0.0031403900,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,11:17:58.81,110_her,0.046,11.1100,0.002507,0.001431,0.000959,0.001063,0.007327,0.000922,0.004819,0.001095,7.07,18:45:39.722,20:32:46.723,57.2834000000,-2.2575500000,0.9151,3.820,0.0030735000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,11:20:49.25,110_her,0.046,11.1100,0.011089,0.001765,0.001409,0.001063,0.015908,0.001384,0.004819,0.001095,1.90,18:45:39.725,20:32:46.709,57.8668000000,-2.2155700000,0.9151,4.680,0.0031612000,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,11:26:49.86,110_her,0.046,11.1100,0.008459,0.001330,0.000799,0.001063,0.013279,0.000754,0.004819,0.001095,2.05,18:45:39.725,20:32:46.718,59.0944000000,-2.1150900000,0.8922,2.700,0.0030061900,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,11:29:18.73,110_her,0.046,11.1100,-0.002856,0.001370,0.000865,0.001063,0.001964,0.000824,0.004819,0.001095,3.22,18:45:39.724,20:32:46.713,59.5981000000,-2.0579500000,0.8733,2.560,0.0031607500,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,12:07:19.42,110_her,0.046,11.1100,0.003675,0.001392,0.000898,0.001063,0.008494,0.000859,0.004819,0.001095,6.43,18:45:39.726,20:32:46.697,67.0854000000,-1.4380300000,0.8667,4.100,0.0033864800,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,12:09:50.34,110_her,0.046,11.1100,0.018051,0.001739,0.001376,0.001063,0.022871,0.001351,0.004819,0.001095,0.52,18:45:39.725,20:32:46.715,67.5577000000,-1.3994400000,0.7289,3.980,0.0033889300,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,12:12:08.17,110_her,0.046,11.1100,0.010847,0.001963,0.001650,0.001063,0.015666,0.001629,0.004819,0.001095,14.38,18:45:39.724,20:32:46.705,67.9866000000,-1.3463200000,0.8510,3.980,0.0033833900,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,12:15:08.92,110_her,0.046,11.1100,0.013207,0.001648,0.001259,0.001063,0.018027,0.001231,0.004819,0.001095,30.71,18:45:39.726,20:32:46.710,68.5418000000,-1.3040100000,0.8831,3.460,0.0037366200,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,12:17:42.15,110_her,0.046,11.1100,0.007842,0.001844,0.001507,0.001063,0.012661,0.001483,0.004819,0.001095,17.59,18:45:39.724,20:32:46.704,69.0083000000,-1.2562200000,0.9004,3.460,0.0034193300,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,12:20:38.20,110_her,0.046,11.1100,0.013068,0.001530,0.001100,0.001063,0.017887,0.001068,0.004819,0.001095,6.39,18:45:39.725,20:32:46.717,69.5375000000,-1.1788000000,0.8822,4.980,0.0035864300,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,12:28:55.75,110_her,0.046,11.1100,0.001016,0.001316,0.000775,0.001063,0.005836,0.000729,0.004819,0.001095,6.49,18:45:39.726,20:32:46.717,70.9928000000,-1.0725600000,0.8780,4.500,0.0031344500,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,04:37:41.03,23_uma,0.046,11.1100,-0.001035,0.001768,0.000671,0.001635,0.011261,0.000619,0.012296,0.001656,0.50,9:31:31.708,63:03:42.705,59.6347000000,0.2664080000,0.8749,6.020,0.0034554300,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,04:40:17.87,23_uma,0.046,11.1100,0.005172,0.004638,0.004340,0.001635,0.017468,0.004332,0.012296,0.001656,12.15,9:31:31.708,63:03:42.701,59.5983000000,0.3323060000,0.9434,7.000,0.0034445700,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,04:44:13.18,23_uma,0.046,11.1100,-0.002921,0.004138,0.003801,0.001635,0.009375,0.003792,0.012296,0.001656,15.62,9:31:31.707,63:03:42.704,59.5348000000,0.3892800000,0.9678,5.900,0.0031681700,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,04:47:32.54,23_uma,0.046,11.1100,-0.004000,0.002438,0.001808,0.001635,0.008296,0.001789,0.012296,0.001656,0.76,9:31:31.711,63:03:42.705,59.4700000000,0.4309970000,0.9187,5.900,0.0034391300,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,04:49:50.03,23_uma,0.046,11.1100,0.002943,0.003755,0.003380,0.001635,0.015239,0.003370,0.012296,0.001656,11.93,9:31:31.707,63:03:42.707,59.4213000000,0.4790830000,0.9198,7.160,0.0033350700,2,4,UT2018-03-30_calib_OB.fits
2018-03-30,04:53:02.27,23_uma,0.046,11.1100,-0.010645,0.002165,0.001419,0.001635,0.001651,0.001395,0.012296,0.001656,33.93,9:31:31.711,63:03:42.705,59.3445000000,0.5249470000,0.9444,7.160,0.0035030900,2,4,UT2018-03-30_calib_OB.fits
2018-03-29,04:07:53.87,13_uma,0.046,11.1100,0.016707,0.007366,0.006974,0.002371,0.023061,0.006971,0.006354,0.002381,24.87,9:10:23.548,67:08:02.464,55.6532000000,0.0624754000,1.1777,2.960,0.0063153700,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:45:21.27,13_uma,0.046,11.1100,0.012738,0.002694,0.001278,0.002371,0.019092,0.001260,0.006354,0.002381,8.09,9:10:23.546,67:08:02.471,55.1533000000,0.7327840000,0.9505,3.980,0.0035527100,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:11:27.72,13_uma,0.046,11.1100,0.012041,0.002899,0.001668,0.002371,0.018395,0.001654,0.006354,0.002381,20.65,9:10:23.546,67:08:02.464,55.6432000000,0.1655780000,1.0815,4.520,0.0068160100,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:17:37.99,13_uma,0.046,11.1100,0.013519,0.005379,0.004828,0.002371,0.019873,0.004823,0.006354,0.002381,30.62,9:10:23.544,67:08:02.480,55.6082000000,0.2653900000,1.0701,5.000,0.0058939100,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:22:37.54,13_uma,0.046,11.1100,0.008544,0.005902,0.005405,0.002371,0.014898,0.005401,0.006354,0.002381,6.50,9:10:23.545,67:08:02.461,55.5611000000,0.3064390000,1.0661,5.000,0.0037170900,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:41:15.12,13_uma,0.046,11.1100,0.013761,0.002808,0.001503,0.002371,0.020115,0.001487,0.006354,0.002381,32.84,9:10:23.547,67:08:02.465,55.2499000000,0.6358040000,0.9716,4.380,0.0040291900,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:25:26.91,13_uma,0.046,11.1100,0.011446,0.003213,0.002168,0.002371,0.017800,0.002157,0.006354,0.002381,7.60,9:10:23.545,67:08:02.478,55.5285000000,0.3537320000,1.0175,4.580,0.0036058200,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:27:39.33,13_uma,0.046,11.1100,0.009944,0.002967,0.001783,0.002371,0.016298,0.001770,0.006354,0.002381,10.29,9:10:23.546,67:08:02.508,55.4984000000,0.3996670000,0.9821,4.580,0.0042515800,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:33:36.49,13_uma,0.046,11.1100,0.006638,0.004544,0.003877,0.002371,0.012992,0.003871,0.006354,0.002381,8.14,9:10:23.548,67:08:02.465,55.4044000000,0.4896360000,1.0682,3.800,0.0041103700,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:35:58.08,13_uma,0.046,11.1100,0.023313,0.002523,0.000863,0.002371,0.029667,0.000835,0.006354,0.002381,5.22,9:10:23.547,67:08:02.463,55.3601000000,0.5344750000,0.9956,6.460,0.0037517300,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:38:27.85,13_uma,0.046,11.1100,0.011775,0.002545,0.000926,0.002371,0.018129,0.000900,0.006354,0.002381,10.24,9:10:23.545,67:08:02.472,55.3108000000,0.5794600000,0.8877,6.460,0.0035286000,2,4,UT2018-03-29_calib_OB.fits
2018-03-29,04:50:20.21,13_uma,0.046,11.1100,0.012338,0.002940,0.001737,0.002371,0.018692,0.001724,0.006354,0.002381,20.71,9:10:23.542,67:08:02.478,55.0209000000,0.7857740000,0.9530,5.760,0.0045471900,2,4,UT2018-03-29_calib_OB.fits
2018-03-28,11:50:11.63,alf_lyr,0.046,11.1100,0.006277,0.001084,0.000443,0.000989,0.015260,0.000357,0.008983,0.001024,29.50,18:36:56.349,38:47:01.317,68.2167000000,-1.6346400000,1.1972,4.000,0.0042364000,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:45:23.60,alf_lyr,0.046,11.1100,0.003956,0.001630,0.001295,0.000989,0.012939,0.001268,0.008983,0.001024,87.33,18:36:56.349,38:47:01.319,67.2884000000,-1.7872000000,1.1054,4.000,0.0049602600,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:37:58.48,alf_lyr,0.046,11.1100,0.007079,0.001084,0.000444,0.000989,0.016062,0.000358,0.008983,0.001024,31.43,18:36:56.348,38:47:01.322,65.8483000000,-1.8567300000,1.2121,5.780,0.0043956500,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:34:26.73,alf_lyr,0.046,11.1100,0.003289,0.001160,0.000606,0.000989,0.012272,0.000546,0.008983,0.001024,18.44,18:36:56.348,38:47:01.314,65.1621000000,-1.9592100000,1.1021,6.800,0.0040509000,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:29:38.05,alf_lyr,0.046,11.1100,0.003846,0.001093,0.000464,0.000989,0.012829,0.000382,0.008983,0.001024,40.71,18:36:56.350,38:47:01.312,64.2252000000,-2.0586700000,1.0847,4.300,0.0042001500,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:23:46.25,alf_lyr,0.046,11.1100,0.006157,0.001062,0.000386,0.000989,0.015140,0.000282,0.008983,0.001024,12.26,18:36:56.346,38:47:01.311,63.0819000000,-2.1522200000,1.1339,5.860,0.0043442000,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:21:03.43,alf_lyr,0.046,11.1100,0.003879,0.001118,0.000522,0.000989,0.012862,0.000451,0.008983,0.001024,14.48,18:36:56.353,38:47:01.323,62.5532000000,-2.1921300000,1.1263,5.860,0.0041789000,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:18:54.55,alf_lyr,0.046,11.1100,0.005529,0.001287,0.000824,0.000989,0.014512,0.000781,0.008983,0.001024,4.35,18:36:56.351,38:47:01.328,62.1334000000,-2.2362000000,1.1590,6.320,0.0042122100,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:13:46.47,alf_lyr,0.046,11.1100,0.006047,0.001181,0.000645,0.000989,0.015030,0.000589,0.008983,0.001024,6.15,18:36:56.347,38:47:01.317,61.1317000000,-2.3223300000,1.2523,5.680,0.0039964000,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:07:28.89,alf_lyr,0.046,11.1100,0.006315,0.001090,0.000457,0.000989,0.015298,0.000374,0.008983,0.001024,22.92,18:36:56.348,38:47:01.301,59.9020000000,-2.3794900000,1.1830,5.680,0.0042791400,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:04:36.06,alf_lyr,0.046,11.1100,0.004953,0.001106,0.000494,0.000989,0.013936,0.000419,0.008983,0.001024,47.53,18:36:56.350,38:47:01.363,59.3405000000,-2.4759600000,1.1458,3.680,0.0042099400,2,4,UT2018-03-28_calib_OB.fits
2018-03-28,11:31:47.12,alf_lyr,0.046,11.1100,0.007206,0.001080,0.000433,0.000989,0.016189,0.000344,0.008983,0.001024,5.74,18:36:56.347,38:47:01.316,64.6437000000,-2.0156800000,1.1697,3.780,0.0040039900,2,4,UT2018-03-28_calib_OB.fits
2018-01-05,03:46:29.37,tau_cet,0.046,11.1100,-0.000204,0.001956,0.001723,0.000927,0.010840,0.001673,0.011044,0.001014,21.31,1:44:04.081,-15:56:14.932,35.8054000000,1.7899500000,1.0651,4.120,0.0045526900,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,03:42:20.21,tau_cet,0.046,11.1100,0.006836,0.001651,0.001367,0.000927,0.017881,0.001303,0.011044,0.001014,34.06,1:44:04.086,-15:56:14.941,36.2391000000,1.6630300000,1.0097,4.060,0.0043495200,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,03:38:35.72,tau_cet,0.046,11.1100,0.003290,0.002328,0.002135,0.000927,0.014335,0.002096,0.011044,0.001014,38.28,1:44:04.080,-15:56:14.919,36.6187000000,1.5778300000,0.9720,2.860,0.0045020100,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,02:33:26.16,tau_cet,0.046,11.1100,-0.020739,0.001114,0.000618,0.000927,-0.009695,0.000461,0.011044,0.001014,48.65,1:44:04.082,-15:56:14.931,41.0058000000,0.5173860000,1.1034,4.720,0.0045318000,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,03:15:52.57,tau_cet,0.046,11.1100,-0.000119,0.001134,0.000653,0.000927,0.010926,0.000507,0.011044,0.001014,27.27,1:44:04.082,-15:56:14.908,38.6416000000,1.4660600000,1.0175,2.860,0.0044425300,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,03:55:54.16,tau_cet,0.046,11.1100,-0.003006,0.001212,0.000781,0.000927,0.008038,0.000664,0.011044,0.001014,37.40,1:44:04.084,-15:56:14.937,34.7659000000,1.8578400000,1.0387,3.420,0.0043061000,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,03:05:30.58,tau_cet,0.046,11.1100,-0.000422,0.001287,0.000893,0.000927,0.010622,0.000793,0.011044,0.001014,18.65,1:44:04.083,-15:56:14.917,39.3971000000,1.0363200000,1.0928,3.780,0.0046637700,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,03:02:40.04,tau_cet,0.046,11.1100,-0.002272,0.001604,0.001309,0.000927,0.008772,0.001243,0.011044,0.001014,1.93,1:44:04.083,-15:56:14.940,39.5856000000,0.9722460000,1.2372,4.440,0.0044917700,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,02:58:26.51,tau_cet,0.046,11.1100,0.003592,0.001564,0.001259,0.000927,0.014637,0.001190,0.011044,0.001014,28.25,1:44:04.082,-15:56:14.935,39.8483000000,0.9201980000,1.2973,4.500,0.0045451300,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,02:55:57.86,tau_cet,0.046,11.1100,-0.002341,0.001419,0.001074,0.000927,0.008704,0.000993,0.011044,0.001014,15.01,1:44:04.082,-15:56:14.905,39.9945000000,0.8547540000,1.0981,4.500,0.0044916600,2,4,UT2018-01-05_calib_OB.fits
2018-01-05,03:13:32.25,tau_cet,0.046,11.1100,-0.000450,0.001345,0.000974,0.000927,0.010595,0.000883,0.011044,0.001014,9.81,1:44:04.082,-15:56:14.944,38.8221000000,1.1509200000,1.0643,4.680,0.0048358500,2,4,UT2018-01-05_calib_OB.fits
2017-12-23,07:22:28.93,zet_lep,0.046,11.1100,0.034315,0.002145,0.001627,0.001397,0.046004,0.001581,0.011689,0.001449,54.29,5:46:57.341,-14:49:19.026,42.1527000000,0.4282140000,1.0308,4.820,0.0042530700,2,4,UT2017-12-23_calib_OB.fits
2017-12-23,04:49:00.64,eps_eri,0.046,11.1100,0.005218,0.001133,0.000889,0.000702,0.016486,0.000839,0.011268,0.000761,32.22,3:32:55.843,-9:27:29.757,47.8838000000,0.0909166000,1.1827,6.240,0.0043407100,2,4,UT2017-12-23_calib_OB.fits
