,amplitude
0,12613.707111387534
1,4552.669941207963
2,86423.95650447722
3,18187.014899283073
4,-1273.3527174316378
5,11158.404592301056
6,16055.00705227729
7,-25584.370818955562
8,6960.260267154181
9,641.6869318222734
10,13939.788780919096
11,1383.7231110913408
12,-4916.429080665683
13,4523.19791155807
14,15987.28063426538
15,-10858.217113140478
16,-9276.25266771168
17,-818.6230958434144
18,4797.048536191677
19,1396.025252074316
20,3705.000897678854
21,3330.7628426171395
22,1086.0871765915326
23,2974.1723435182976
24,3473.6672151323437
25,-256.6365876219752
26,4248.990754887767
27,1235.8572652250223
28,1731.0764656908614
29,-1143.6712301374919
30,-2282.971336609229
31,-1643.0564221581117
32,1931.6987014934693
33,-3054.964158749113
34,139.75513413898534
35,-1633.24176545728
36,2601.849897889295
37,3433.6755264758326
38,1007.7902504335484
39,4854.931500585117
40,899.2767729861889
41,4752.1319834320375
42,1315.4115334404696
43,1244.385405872975
44,1843.4196328615362
45,-2172.8699978101686
46,649.3504435509385
47,969.6275079970037
48,-1290.9972520021875
49,-4508.612519595214
50,1673.2130849927994
51,1855.8651243276618
52,-1730.0593374806626
53,-1033.6985035866783
54,1737.6677843681064
55,-790.3256325489247
56,-31.9846810639865
57,2505.3093894823587
58,-217.5267366429482
59,202.60160424551668
60,4791.628837859814
61,1020.0309862558934
62,-2282.2639841233304
63,625.5166881352834
64,-608.3064227753275
65,-931.205186765168
66,-78.341652150968
67,85.08487897822124
68,-1765.1300425445652
69,-36.22799191374452
70,-260.47448229477595
71,-965.0924130800531
72,-144.96912378737397
73,1761.2458525838847
74,883.1779134692133
75,968.3593306456992
76,1285.0848059200616
77,1584.3984810240722
78,1651.2798544900907
79,156.02460149469607
80,203.762009858925
81,-1491.920668403718
82,1007.893266137637
83,-1396.5317236307674
84,2352.801196362787
85,-845.1091861057284
86,105.91920532487075
87,30.17176387253403
88,-480.3087954911143
89,446.4900776694776
90,-1086.6089122297653
91,-981.2456212655188
92,904.2970629455049
93,-1257.169665462197
94,692.2602094344729
95,1439.4733668200165
96,434.4227711813296
97,-82.64974440125843
98,-1027.0755218158756
99,-772.9772901379401
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0006
