,amplitude
0,-33279.742323831706
1,20689.406172840874
2,-17442.494195056108
3,-18784.110451251232
4,11110.413459436482
5,-1062.0432856715374
6,1172.1156593504734
7,-5733.486191767301
8,595.2373030271925
9,5161.972958238273
10,9693.224033343848
11,10087.062448625575
12,-2877.1457840424137
13,617.5413113709433
14,-893.0204542883805
15,-4401.443537599271
16,-4203.133182239752
17,711.8090318048744
18,-1829.4273858606998
19,-2291.76266189768
20,-1579.4667682456184
21,654.1710801627651
22,-1696.6856860396601
23,209.4230173015303
24,987.8901364800217
25,-13.248239952486074
26,-1771.4407482185352
27,-690.499728487097
28,-1035.3299798705948
29,-3.743469210097828
30,-2122.2472664676625
31,-730.9503235355041
32,-232.26066536103554
33,-764.8592224381509
34,875.7544049341072
35,-491.43085632012117
36,2037.3712905343223
37,-1365.4383388901924
38,-844.5386834703074
39,1001.5848979543935
40,39.06308555815531
41,-1125.3643075603195
42,-1309.721537486283
43,291.7795353129718
44,-771.1612478433221
45,-555.5824490260279
46,421.9612291025169
47,853.3502302210672
48,-237.52116616639432
49,693.3614279089146
50,-173.82046159699257
51,-438.60982017487424
52,834.9133555563294
53,-1620.03111826047
54,1020.2821516277097
55,-529.1598389228102
56,-811.288233527679
57,1449.3572855387333
58,-1332.607496172398
59,-88.32598486879579
60,2150.662731349521
61,1523.8434731472162
62,-384.48014122617496
63,-236.08277046596413
64,431.4138337750528
65,-356.34279418684855
66,422.2001375154914
67,480.4209321963199
68,-19.908970384541362
69,268.14209444476364
70,637.0134468471501
71,375.5337863530908
72,-127.71474658716124
73,-141.407885756606
74,-337.9792153687895
75,-445.423201016107
76,476.53446960144356
77,-46.24874690709021
78,-279.8615612115318
79,171.605159510671
80,732.3815508954349
81,262.395660025315
82,18.987082214068323
83,585.7329615798444
84,137.00118684297672
85,-554.3083409817643
86,-496.44636720549533
87,781.4545684059713
88,-72.45690124105022
89,950.2663792224294
90,-731.2149697173136
91,-388.4365427903349
92,853.8660160637173
93,-683.2856761991243
94,-1127.9332744464878
95,561.7827823328921
96,-266.0838625700826
97,-272.0508596661606
98,-453.00431327271053
99,-600.4326851548467
-------------------
self.injection_iteration: 0
cube slice_num: 000999
self.fake_params: {'angle_deg_EofN': 0.0, 'rad_asec': 0.1, 'ampl_linear_norm': 1e-10, 'ampl_linear_norm_0': 1e-10, 'rad_pix': 9.345794392523365, 'x_pix_coord': 0.21719030853090382, 'y_pix_coord': 9.343270369479919}
self.n_PCA: 100
self.outdir: /vol_c/180507_fizeau_altair/pipeline_08a_hosts_removed_fake_psf_present/
self.abs_host_star_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_A_and_D_frames_pcaNum_100_host_resids.fits
self.abs_fake_planet_PCA_name: /vol_c/180507_fizeau_altair/bin/other_fits/pca_cubes_psfs/psf_PCA_vector_cookie_all_B_and_C_frames_pcaNum_100_host_resids.fits
self.abs_region_mask_name: /vol_c/180507_fizeau_altair/bin/other_fits/mask_406x406_rings_4quad_fits_complete.fits
mask slice num: 0022
