,rad_asec,ampl_linear_norm
0,0.2081792,0.0004434999999999999
1,0.3122688,0.0002740000000000001
2,0.4163584,0.00020950000000000005
3,0.5204479999999999,0.000199
4,0.7286271999999999,0.000107
5,0.9368064,0.000115
6,1.2490752,0.00014399999999999992
7,1.561344,0.000185
8,1.9777023999999999,0.000169
